行政區,機構名稱,地址,電話,分機,手機,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
63000040,潤泰創新國際股份有限公司中崙分公司,臺北市中山區八德路2段306號,(02)27790006,"轉501
",,週一至週日  08:30~23:00,美商街,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北市立中山幼兒園,臺北市中山區大直街25號,(02)25336738,,,週一至周五 07:30~18:30,辦公室旁1樓進門左側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北市立圖書館大直分館,臺北市中山區大直街25號25號,(02)25336535,,,"週二至週六 08:30~21:00
週日至週一 09:00~17:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北市立圖書館恆安閱覽室,臺北市中山區民權東路1段19號,(02)25935482,,,"週二至週六 08:30~21:00
週日、週一 09:00~17:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北市立圖書館中山分館,臺北市中山區松江路367號,(02)25026442,,,"週二至週六 08:30~21:00
週日、週一 09:00~17:00",電梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,全越運動事業股份有限公司(臺北市政府體育局委外),臺北市中山區建國北路3段39號,(02)25172371,,,週二至周日 9:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,中山老人住宅暨服務中心,臺北市中山區新生北路2段2號,(02)25420006,轉338,,週一至週日  09:00~17:00,電腦教室內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,花博公園天使生活館,臺北市中山區濱江街6號,(02)25857228,轉105,,週二至週日 09:00~17:00,洗手間對面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,林安泰古厝民俗文物館,臺北市中山區濱江街5號,(02)25996026,,,週二至週日 09:00~17:00,古厝內右外護龍,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北市國稅局松山分局,臺北市中山區南京東路3段131號,(02)27183606,轉108,,週一至週五 08:30~17:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北市立圖書館長安分館,臺北市中山區長安西路3號,(02)25625540,,,"週二至週六 08:30~21:00
週日至週一 09:00~17:00",廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,中山公民會館,臺北市中山區中山北路2段128號,(02)25314169,,,"週二至週六 09:00~21:00
週日 09:00~17:00
中午12:00~14:00不對外開放",文史工作室對面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,新光三越百貨股份有限公司台北南西分公司三館,臺北市中山區南京西路15號,"(02)25682868
",轉3075,977168368,"週一至週日
11：00~22：00",廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北漁產運銷股份有限公司,臺北市中山區民族東路20號,"(02)25099490 
",,0921968923,週一至週五 08:30~17:30,側們入口處,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北農產運銷股份有限公司,臺北市中山區民族東路336號,(02)25162519,轉5816,,週一至週五 08:00~17:00(全時段開放),管理部總務課1樓警衛後方,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,臺北大眾捷運股份有限公司(松江南京站),臺北市中山區松江路126號,(02)21812345,,,"週一至週日
09：00~17：00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,國稅局中北中南稽徵所,臺北市中山區松江路219號,(02)25024181,轉5103/(02)25063050轉5222,,週一至週五 08:30~17:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,誠品生活股份有限公司(南西店),臺北市中山區南京西路14號,(02)25813358,,,"週一至週日
11：00~22：00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,老爺大酒店,臺北市中山區中山北路2段37之1號,(02)25423299,轉359,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,晶華酒店,臺北市中山區中山北路2段3號,(02)2521500,轉3328,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,美麗信花園酒店,臺北市中山區市民大道3段83號,(02)77025136,,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,亞都麗緻大飯店,臺北市中山區民權東路2段41號,(02)77352353,,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,欣欣百貨,臺北市中山區林森北路247號,(02)25212211,轉188、190,,"週一至週日
11：00~22：00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,歐華酒店,臺北市中山區林森北路646號,(02)25853258,,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,國王大飯店,臺北市中山區南京東路1段118號,(02)25811111,轉2208,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,第一大飯店,臺北市中山區南京東路2段63號,(02)25418234,轉110,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,台北美福大飯店,臺北市中山區樂群二路  55號,(02)77325599,轉1663,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,義華酒店,臺北市中山區樂群二路  197號,(02)21757999,轉1701,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,台北萬豪酒店,臺北市中山區樂群二路  199號,(02)21757999,轉1701,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,花博公園圓山園區(爭艷館)_臺北市休閒農業旅遊服務中心(財團法人臺北市會展產業發展基金會委外),臺北市中山區玉門街1號,(02)25969214,,,週二至週日 09:00~17:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000040,JR東日本大飯店台北,臺北市中山區南京東路3段133號,(02)77500900,,,全日24小時開放,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,立法院,臺北市中正區中山南路1號,(02)23585732,,,"僅提供洽公民眾
週一~週五8:30~18:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,內政部,臺北市中正區徐州路5號,(02)23565143,,,週一~週五8:00~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,交通部,臺北市中正區仁愛路1段50號,(02)23492527,,,週一~週五8:30~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,內政部移民署-臺北市服務站,臺北市中正區廣州街15號,(02)23889393,轉3104,,週一~週五8:00~17:00, ,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺灣高等法院(民事庭貴陽街),臺北市中正區貴陽街1段233號,(02)23713261,轉8579,,週一~週五9:00~17:00,民事庭,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺灣高等法院(刑事庭博愛路),臺北市中正區博愛路127號,(02)23713261,轉8579,,週一~週五9:00~17:00,刑事庭,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,中央健康保險署臺北業務組,臺北市中正區公園路15之1號,(02)23486597,,,"依門診時間開放
週一~週五8:30~17:00",第一辦公室,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國家圖書館,臺北市中正區中山南路20號,(02)23619132,轉158,,"週二~週六8:00~22:00
每個月第一個禮拜一及國定假日不開放
週一.週日8:00~17:00",自習室內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,116年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立歷史博物館,臺北市中正區南海路49號,(02)23610270,轉506,,週二~週日10:00~18:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立中正紀念堂管理處,臺北市中正區中山南路21號,(02)23431100,轉1072,,每日09:00~18:00,(愛國東路大孝門),靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市政府警察局,臺北市中正區延平南路96號,(02)23818002,,,每日24小時,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市政府警察局中正第二分局,臺北市中正區南海路35號,(02)23751981,,,每日24小時,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市交通事件裁決所,臺北市中正區羅斯福路4段92號,(02)23658270,轉613/專線:23678706,,週一~週五8:30~17:00,B區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市稅捐稽徵處,臺北市中正區北平東路7之2號,(02)23949211,轉426,,週一~週五8:30~17:30,後棟,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市家庭暴力暨性侵害防治中心,臺北市中正區延平南路123號,(02)23615295,轉6903,,週一~週五8:00~18:00,大廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市立聯合醫院和平婦幼院區(和平院區2樓),臺北市中正區中華路2段33號,(02)23889595,轉2142,,週一~週五08:30~17:00,A棟婦產科門診旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,"臺北市立聯合醫院和平婦幼院區
(婦幼院區1樓兒科門診)",臺北市中正區福州街12號,(02)23916471,轉1222,,"週一~週六08:00~17:00
",兒科門診候診區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,"臺北市立聯合醫院和平婦幼院區
(婦幼院區健檢處旁)",臺北市中正區福州街12號,(02)23916471,轉1222,,"週一~週六08:00~17:00
",健檢處側門入口,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立臺灣大學醫學院附設醫院(西址院區婦產科門診),臺北市中正區中山南路8號,(02)23123456,轉262503,,週一~週五8:00~17:00,婦產科門診,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立臺灣大學醫學院附設醫院(兒童醫療大樓兒科2樓),臺北市中正區中山南路8號,(02)23123456,轉70302,,"週一~週五8:00~17:00
週六8:00~12:00",兒童醫療大樓兒科門診2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立臺灣大學醫學院附設醫院(兒童醫療大樓兒科3樓),臺北市中正區中山南路8號,(02)23123456,轉70302,,"週一~週五8:00~17:00
週六8:00~12:00",兒童醫療大樓兒科門診3樓 ,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立臺灣大學醫學院附設醫院(兒童醫療大樓兒科4樓),臺北市中正區中山南路8號,(02)23123456,轉70302,,"週一~週五8:00~16:30
",兒童醫療大樓兒科門診4樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,三軍總醫院附設民眾診療服務處汀州院區,臺北市中正區汀州路3段40號,(02)87923311,轉12702            87923311轉88605,,"週一~週五8:00~20:00
週六8:00~12:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺灣銀行股份有限公司,臺北市中正區重慶南路1段120號,(02)23494375,,,週一~週五9:00~17:00,警衛室旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,台北自來水事業處西區營業分處,臺北市中正區牯嶺街38號,(02)33431661  ,,,週一~週五08:30~17:30,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,交通部臺灣鐵路管理局台北運務段臺北站,臺北市中正區北平西路3號,(02)23815226,轉2812,,每日06:00~24:00,售票大廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,台灣高速鐵路股份有限公司台北車站,臺北市中正區北平西路3號,(02)40663000    ,,937395211,每日06:00~24:00,東進口(B1)、7-12車付費區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北大眾捷運股份有限公司(臺北車站),臺北市中正區忠孝西路1段49號,(02)25363001,#8683,,每日06:00~24:00,近板南線3號詢問處,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,新光三越百貨股份有限公司台北站前分公司,臺北市中正區忠孝西路1段66號,(02)23885552,轉5810      ,,"週一~週四、週日11:00~21:45
週五~週六11:00~21:45",兒童商品區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,天成飯店股份有限公司,臺北市中正區忠孝西路1段43號,(02)23617856,轉3221,,每日07:00~22:00,,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,台灣電力股份有限公司,臺北市中正區羅斯福路3段242號,(02)23666393,,,週一~週五8:00~17:00,健康促進室,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺灣文創發展股份有限公司(華山1914文創園區),臺北市中正區八德路1段1號,(02)23581914,轉581、200、201,,週一~週日09:30~20:30,果酒1樓樓梯下方,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北大眾捷運股份有限公司(西門站),臺北市中正區寶慶路32之1號,(02)25363001,#8683,,每日06:00~24:00,4號出口,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,微風場站開發股份有限公司,臺北市中正區北平西路3號,(02)66328999,轉5500,,每日10:00~22:00,西北角,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,國立臺灣大學醫學院附設醫院(東址南棟1樓),臺北市中正區中山南路8號,(02)23123456,轉262411,,每日24小時,東址南棟,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,喜來登飯店,臺北市中正區忠孝東路1段12號,(02)23215858,轉8106/66338066,,每日10:00-22:00,宴會廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺北市立圖書館王貫英先生紀念圖書館,臺北市中正區汀州路2段265號,(02)23678734,,,"週二~周六8:30~21:00
週日、周一9:00~17:00",,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,財團法人台北市客家文化基金會           (臺北市客家文化主題公園),臺北市中正區汀州路3段2號,(02)23691198,轉334,,"每周一休館
週二~周日9:00~18:00",臺北市客家音樂戲劇中心,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,115年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,臺灣土地銀行營業部,臺北市中正區館前路46號,(02)23483618,,,"週一~週五
9:00~15:30(對外)
9:00~19:00(對內)",會議室旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,117年8月31日,依各場所實際內容為主,自行前往哺集乳室，並登記
63000050,中華郵政股份有限公司臺北北門郵局,臺北市中正區博愛路1號,(02)23114331,轉7200,,週一~週五8:30~21:00   週六9:00~12:00   ,櫃台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,依各場所實際公告內容為主,,依各場所實際內容為主,自行前往哺集乳室，並登記
